store_id,product_id,current_stock,in_transit_stock,reserved_stock,target_stock_level,reorder_point,capital_allocated,weeks_of_cover
STORE_03,PROD_021,5,0,0,7,3,90000.0,2.48
STORE_03,PROD_022,7,0,0,7,3,143500.0,4.61
STORE_03,PROD_023,3,0,0,3,2,66000.0,5.57
STORE_03,PROD_024,3,0,0,3,2,73500.0,4.0
STORE_03,PROD_025,6,0,0,6,3,99000.0,2.97
STORE_03,PROD_026,5,0,0,7,3,95000.0,2.43
STORE_03,PROD_027,6,0,0,7,3,156000.0,4.0
STORE_03,PROD_028,6,0,0,7,3,168000.0,3.71
STORE_03,PROD_029,7,0,0,7,3,210000.0,3.47
STORE_03,PROD_030,1,0,0,1,2,25000.0,10.0
STORE_03,PROD_031,7,0,0,7,3,122500.0,4.33
STORE_03,PROD_032,3,0,0,3,2,63000.0,4.22
STORE_03,PROD_033,8,0,0,7,3,184000.0,3.89
STORE_03,PROD_034,4,0,0,5,2,64000.0,5.47
STORE_03,PROD_035,2,0,0,2,2,34400.0,3.25
STORE_03,PROD_036,8,0,0,7,3,116000.0,3.82
STORE_03,PROD_037,6,0,0,7,3,117000.0,3.76
STORE_03,PROD_038,8,0,0,7,3,216000.0,3.96
STORE_03,PROD_039,2,0,0,2,2,76000.0,6.93
STORE_03,PROD_040,6,0,0,6,3,252000.0,3.03
STORE_03,PROD_041,5,0,0,5,2,230000.0,2.55
STORE_03,PROD_042,5,0,0,6,3,250000.0,3.56
STORE_03,PROD_043,3,0,0,4,2,162000.0,4.88
STORE_03,PROD_044,2,0,0,3,2,116000.0,3.59
STORE_03,PROD_045,6,0,0,6,3,210000.0,3.06
STORE_03,PROD_046,9,0,0,7,3,360000.0,4.73
STORE_03,PROD_047,4,0,0,5,2,176000.0,2.81
STORE_03,PROD_048,7,0,0,7,3,336000.0,4.67
STORE_03,PROD_049,3,0,0,3,2,156000.0,5.03
STORE_03,PROD_050,6,0,0,7,3,258000.0,4.0
STORE_03,PROD_051,5,0,0,5,2,185000.0,7.22
STORE_03,PROD_052,3,0,0,3,2,117000.0,5.57
STORE_03,PROD_053,3,0,0,3,2,216000.0,10.4
STORE_03,PROD_054,4,0,0,4,2,328000.0,4.24
STORE_03,PROD_055,3,0,0,3,2,270000.0,9.75
STORE_03,PROD_056,3,0,0,4,2,306000.0,3.9
STORE_03,PROD_057,2,0,0,2,2,216000.0,6.12
STORE_03,PROD_058,2,0,0,2,2,236000.0,5.78
STORE_03,PROD_059,5,0,0,4,2,390000.0,5.1
STORE_03,PROD_060,3,0,0,4,2,255000.0,4.11
STORE_04,PROD_001,5,0,0,7,3,32500.0,2.32
STORE_04,PROD_002,6,0,0,8,4,51000.0,3.51
STORE_04,PROD_003,4,0,0,4,2,28800.0,7.17
STORE_04,PROD_004,3,0,0,3,2,23400.0,4.33
STORE_04,PROD_005,0,0,0,0,2,0.0,0.0
STORE_04,PROD_006,6,0,0,6,3,37200.0,2.81
STORE_04,PROD_007,7,0,0,8,4,63000.0,3.22
STORE_04,PROD_008,6,0,0,7,3,57000.0,3.59
STORE_04,PROD_009,6,0,0,6,3,66000.0,2.92
STORE_04,PROD_010,6,0,0,6,3,72000.0,3.76
STORE_04,PROD_011,5,0,0,5,2,52500.0,7.65
STORE_04,PROD_012,3,0,0,3,2,33600.0,4.46
STORE_04,PROD_013,7,0,0,7,3,57400.0,3.28
STORE_04,PROD_014,8,0,0,7,3,81600.0,4.95
STORE_04,PROD_015,3,0,0,3,2,29400.0,4.46
STORE_04,PROD_016,7,0,0,7,3,80500.0,4.28
STORE_04,PROD_017,1,0,0,1,2,6800.0,10.0
STORE_04,PROD_018,6,0,0,6,3,44400.0,6.24
STORE_04,PROD_019,3,0,0,4,2,42000.0,5.38
STORE_04,PROD_020,6,0,0,7,3,93000.0,2.29
STORE_04,PROD_021,10,0,0,8,4,180000.0,4.0
STORE_04,PROD_022,9,0,0,9,4,184500.0,4.73
STORE_04,PROD_023,3,0,0,4,2,66000.0,4.33
STORE_04,PROD_024,3,0,0,3,2,73500.0,3.71
STORE_04,PROD_025,11,0,0,9,4,181500.0,4.24
STORE_04,PROD_026,5,0,0,7,3,95000.0,1.95
STORE_04,PROD_027,7,0,0,7,3,182000.0,3.71
STORE_04,PROD_028,7,0,0,6,3,196000.0,3.64
STORE_04,PROD_029,9,0,0,8,4,270000.0,3.6
STORE_04,PROD_030,1,0,0,1,2,25000.0,10.0
STORE_04,PROD_031,8,0,0,8,4,140000.0,4.24
STORE_04,PROD_032,2,0,0,3,2,42000.0,2.48
STORE_04,PROD_033,8,0,0,9,4,184000.0,3.15
STORE_04,PROD_034,5,0,0,6,3,80000.0,5.42
STORE_04,PROD_035,3,0,0,3,2,51600.0,3.71
STORE_04,PROD_036,9,0,0,8,4,130500.0,3.71
STORE_04,PROD_037,6,0,0,7,3,117000.0,3.06
STORE_04,PROD_038,10,0,0,9,4,270000.0,3.97
STORE_04,PROD_039,4,0,0,3,2,152000.0,8.0
STORE_04,PROD_040,7,0,0,7,3,294000.0,2.62
STORE_04,PROD_041,7,0,0,10,4,322000.0,2.64
STORE_04,PROD_042,7,0,0,8,4,350000.0,3.53
STORE_04,PROD_043,4,0,0,5,2,216000.0,5.47
STORE_04,PROD_044,3,0,0,4,2,174000.0,3.71
STORE_04,PROD_045,5,0,0,7,3,175000.0,2.0
STORE_04,PROD_046,7,0,0,7,3,280000.0,2.64
STORE_04,PROD_047,8,0,0,7,3,352000.0,4.08
STORE_04,PROD_048,8,0,0,8,4,384000.0,4.2
STORE_04,PROD_049,4,0,0,3,2,208000.0,4.73
STORE_04,PROD_050,8,0,0,7,3,344000.0,3.92
STORE_04,PROD_051,7,0,0,6,3,259000.0,6.62
STORE_04,PROD_052,3,0,0,3,2,117000.0,4.11
STORE_04,PROD_053,2,0,0,2,2,144000.0,6.12
STORE_04,PROD_054,6,0,0,5,2,492000.0,3.71
STORE_04,PROD_055,3,0,0,3,2,270000.0,7.09
STORE_04,PROD_056,3,0,0,4,2,306000.0,2.6
STORE_04,PROD_057,4,0,0,3,2,432000.0,9.04
STORE_04,PROD_058,2,0,0,2,2,236000.0,4.73
STORE_04,PROD_059,4,0,0,6,3,312000.0,2.51
STORE_04,PROD_060,6,0,0,5,2,510000.0,5.2
STORE_05,PROD_001,8,0,0,7,3,52000.0,4.12
STORE_05,PROD_002,5,0,0,6,3,42500.0,3.38
STORE_05,PROD_003,2,0,0,3,2,14400.0,4.16
STORE_05,PROD_004,3,0,0,3,2,23400.0,4.46
STORE_05,PROD_005,0,0,0,0,2,0.0,0.0
STORE_05,PROD_006,6,0,0,7,3,37200.0,3.18
STORE_05,PROD_007,5,0,0,6,3,45000.0,2.63
STORE_05,PROD_008,6,0,0,5,2,57000.0,4.05
STORE_05,PROD_009,5,0,0,6,3,55000.0,2.63
STORE_05,PROD_010,6,0,0,6,3,72000.0,4.33
STORE_05,PROD_011,4,0,0,4,2,42000.0,7.7
STORE_05,PROD_012,3,0,0,3,2,33600.0,5.2
STORE_05,PROD_013,4,0,0,6,3,32800.0,2.1
STORE_05,PROD_014,6,0,0,7,3,61200.0,3.9
STORE_05,PROD_015,4,0,0,3,2,39200.0,5.78
STORE_05,PROD_016,4,0,0,6,3,46000.0,2.85
STORE_05,PROD_017,1,0,0,1,2,6800.0,10.0
STORE_05,PROD_018,4,0,0,5,2,29600.0,4.95
STORE_05,PROD_019,3,0,0,3,2,42000.0,7.43
STORE_05,PROD_020,7,0,0,6,3,108500.0,3.6
STORE_05,PROD_021,6,0,0,6,3,108000.0,3.18
STORE_05,PROD_022,4,0,0,5,2,82000.0,2.63
STORE_05,PROD_023,2,0,0,3,2,44000.0,4.16
STORE_05,PROD_024,3,0,0,3,2,73500.0,4.88
STORE_05,PROD_025,7,0,0,6,3,115500.0,3.5
STORE_05,PROD_026,5,0,0,6,3,95000.0,2.65
STORE_05,PROD_027,4,0,0,5,2,104000.0,2.85
STORE_05,PROD_028,4,0,0,5,2,112000.0,2.93
STORE_05,PROD_029,7,0,0,7,3,210000.0,3.6
STORE_05,PROD_030,1,0,0,1,2,25000.0,10.0
STORE_05,PROD_031,5,0,0,5,2,87500.0,3.56
STORE_05,PROD_032,3,0,0,3,2,63000.0,4.59
STORE_05,PROD_033,5,0,0,6,3,115000.0,2.68
STORE_05,PROD_034,3,0,0,3,2,48000.0,5.2
STORE_05,PROD_035,3,0,0,3,2,51600.0,5.03
STORE_05,PROD_036,9,0,0,7,3,130500.0,4.78
STORE_05,PROD_037,6,0,0,7,3,117000.0,4.33
STORE_05,PROD_038,7,0,0,6,3,189000.0,3.75
STORE_05,PROD_039,2,0,0,2,2,76000.0,8.0
STORE_05,PROD_040,4,0,0,4,2,168000.0,3.59
STORE_05,PROD_041,4,0,0,4,2,184000.0,3.47
STORE_05,PROD_042,3,0,0,4,2,150000.0,3.0
STORE_05,PROD_043,2,0,0,2,2,108000.0,5.47
STORE_05,PROD_044,2,0,0,2,2,116000.0,5.2
STORE_05,PROD_045,5,0,0,5,2,175000.0,4.26
STORE_05,PROD_046,4,0,0,5,2,160000.0,3.35
STORE_05,PROD_047,4,0,0,4,2,176000.0,4.24
STORE_05,PROD_048,4,0,0,4,2,192000.0,3.92
STORE_05,PROD_049,2,0,0,2,2,104000.0,5.2
STORE_05,PROD_050,3,0,0,4,2,129000.0,3.0
STORE_05,PROD_051,4,0,0,3,2,148000.0,10.4
STORE_05,PROD_052,2,0,0,2,2,78000.0,5.2
STORE_05,PROD_053,1,0,0,1,2,72000.0,10.0
STORE_05,PROD_054,3,0,0,3,2,246000.0,3.63
STORE_05,PROD_055,1,0,0,1,2,90000.0,10.0
STORE_05,PROD_056,2,0,0,2,2,204000.0,3.59
STORE_05,PROD_057,1,0,0,1,2,108000.0,10.0
STORE_05,PROD_058,1,0,0,1,2,118000.0,4.33
STORE_05,PROD_059,3,0,0,3,2,234000.0,3.63
STORE_05,PROD_060,3,0,0,3,2,255000.0,5.38
STORE_06,PROD_001,4,0,0,5,2,26000.0,2.26
STORE_06,PROD_002,5,0,0,5,2,42500.0,3.61
STORE_06,PROD_003,2,0,0,2,2,14400.0,4.95
STORE_06,PROD_004,3,0,0,3,2,23400.0,4.59
STORE_06,PROD_005,0,0,0,0,2,0.0,0.0
STORE_06,PROD_006,6,0,0,5,2,37200.0,3.39
STORE_06,PROD_007,4,0,0,5,2,36000.0,2.26
STORE_06,PROD_008,4,0,0,5,2,38000.0,2.97
STORE_06,PROD_009,5,0,0,7,3,55000.0,2.74
STORE_06,PROD_010,6,0,0,6,3,72000.0,4.39
STORE_06,PROD_011,3,0,0,3,2,31500.0,6.0
STORE_06,PROD_012,2,0,0,2,2,22400.0,3.71
STORE_06,PROD_013,5,0,0,7,3,41000.0,2.68
STORE_06,PROD_014,5,0,0,5,2,51000.0,3.88
STORE_06,PROD_015,4,0,0,3,2,39200.0,6.3
STORE_06,PROD_016,7,0,0,6,3,80500.0,5.43
STORE_06,PROD_017,1,0,0,1,2,6800.0,10.0
STORE_06,PROD_018,4,0,0,4,2,29600.0,5.94
STORE_06,PROD_019,3,0,0,3,2,42000.0,7.43
STORE_06,PROD_020,6,0,0,5,2,93000.0,3.25
STORE_06,PROD_021,6,0,0,5,2,108000.0,3.22
STORE_06,PROD_022,5,0,0,6,3,102500.0,3.61
STORE_06,PROD_023,4,0,0,3,2,88000.0,8.0
STORE_06,PROD_024,3,0,0,3,2,73500.0,5.38
STORE_06,PROD_025,8,0,0,7,3,132000.0,4.24
STORE_06,PROD_026,7,0,0,6,3,133000.0,3.64
STORE_06,PROD_027,6,0,0,5,2,156000.0,4.33
STORE_06,PROD_028,7,0,0,6,3,196000.0,5.28
STORE_06,PROD_029,7,0,0,6,3,210000.0,3.96
STORE_06,PROD_030,1,0,0,1,2,25000.0,10.0
STORE_06,PROD_031,6,0,0,6,3,105000.0,4.16
STORE_06,PROD_032,2,0,0,3,2,42000.0,3.47
STORE_06,PROD_033,6,0,0,6,3,138000.0,3.28
STORE_06,PROD_034,3,0,0,4,2,48000.0,5.57
STORE_06,PROD_035,2,0,0,2,2,34400.0,3.59
STORE_06,PROD_036,6,0,0,6,3,87000.0,3.32
STORE_06,PROD_037,5,0,0,5,2,97500.0,3.66
STORE_06,PROD_038,5,0,0,6,3,135000.0,2.65
STORE_06,PROD_039,2,0,0,2,2,76000.0,8.67
STORE_06,PROD_040,2,0,0,3,2,84000.0,2.26
STORE_06,PROD_041,3,0,0,4,2,138000.0,3.25
STORE_06,PROD_042,3,0,0,3,2,150000.0,4.73
STORE_06,PROD_043,2,0,0,2,2,108000.0,6.93
STORE_06,PROD_044,2,0,0,2,2,116000.0,6.93
STORE_06,PROD_045,2,0,0,3,2,70000.0,2.17
STORE_06,PROD_046,3,0,0,3,2,120000.0,3.32
STORE_06,PROD_047,4,0,0,3,2,176000.0,6.5
STORE_06,PROD_048,4,0,0,3,2,192000.0,6.5
STORE_06,PROD_049,1,0,0,2,2,52000.0,3.25
STORE_06,PROD_050,3,0,0,3,2,129000.0,4.59
STORE_06,PROD_051,2,0,0,2,2,74000.0,6.5
STORE_06,PROD_052,1,0,0,1,2,39000.0,3.47
STORE_06,PROD_053,0,0,0,0,2,0.0,0.0
STORE_06,PROD_054,3,0,0,3,2,246000.0,3.9
STORE_06,PROD_055,0,0,0,0,2,0.0,0.0
STORE_06,PROD_056,1,0,0,2,2,102000.0,1.86
STORE_06,PROD_057,0,0,0,0,2,0.0,0.0
STORE_06,PROD_058,1,0,0,1,2,118000.0,5.2
STORE_06,PROD_059,3,0,0,3,2,234000.0,4.0
STORE_06,PROD_060,3,0,0,3,2,255000.0,5.57
STORE_07,PROD_001,5,0,0,5,2,32500.0,3.33
STORE_07,PROD_002,6,0,0,5,2,51000.0,4.88
STORE_07,PROD_003,2,0,0,3,2,14400.0,5.47
STORE_07,PROD_004,3,0,0,3,2,23400.0,5.57
STORE_07,PROD_005,0,0,0,0,2,0.0,0.0
STORE_07,PROD_006,6,0,0,6,3,37200.0,3.9
STORE_07,PROD_007,4,0,0,4,2,36000.0,2.7
STORE_07,PROD_008,5,0,0,5,2,47500.0,4.26
STORE_07,PROD_009,6,0,0,5,2,66000.0,3.95
STORE_07,PROD_010,3,0,0,4,2,36000.0,2.69
STORE_07,PROD_011,3,0,0,3,2,31500.0,7.8
STORE_07,PROD_012,3,0,0,3,2,33600.0,6.5
STORE_07,PROD_013,5,0,0,5,2,41000.0,3.21
STORE_07,PROD_014,7,0,0,6,3,71400.0,5.78
STORE_07,PROD_015,3,0,0,3,2,29400.0,5.78
STORE_07,PROD_016,4,0,0,6,3,46000.0,3.2
STORE_07,PROD_017,1,0,0,1,2,6800.0,10.0
STORE_07,PROD_018,2,0,0,3,2,14800.0,4.33
STORE_07,PROD_019,3,0,0,3,2,42000.0,7.8
STORE_07,PROD_020,6,0,0,5,2,93000.0,3.43
STORE_07,PROD_021,5,0,0,6,3,90000.0,2.86
STORE_07,PROD_022,6,0,0,6,3,123000.0,4.88
STORE_07,PROD_023,3,0,0,3,2,66000.0,6.78
STORE_07,PROD_024,3,0,0,3,2,73500.0,5.03
STORE_07,PROD_025,7,0,0,6,3,115500.0,4.33
STORE_07,PROD_026,7,0,0,6,3,133000.0,4.18
STORE_07,PROD_027,5,0,0,5,2,130000.0,4.26
STORE_07,PROD_028,5,0,0,5,2,140000.0,4.06
STORE_07,PROD_029,7,0,0,6,3,210000.0,4.09
STORE_07,PROD_030,1,0,0,1,2,25000.0,10.0
STORE_07,PROD_031,6,0,0,5,2,105000.0,5.2
STORE_07,PROD_032,2,0,0,3,2,42000.0,3.59
STORE_07,PROD_033,7,0,0,6,3,161000.0,4.0
STORE_07,PROD_034,4,0,0,3,2,64000.0,9.45
STORE_07,PROD_035,2,0,0,2,2,34400.0,3.85
STORE_07,PROD_036,4,0,0,5,2,58000.0,2.31
STORE_07,PROD_037,4,0,0,5,2,78000.0,3.2
STORE_07,PROD_038,5,0,0,6,3,135000.0,2.92
STORE_07,PROD_039,2,0,0,2,2,76000.0,8.0
STORE_07,PROD_040,3,0,0,4,2,126000.0,2.44
STORE_07,PROD_041,4,0,0,4,2,184000.0,3.59
STORE_07,PROD_042,5,0,0,4,2,250000.0,5.0
STORE_07,PROD_043,3,0,0,3,2,162000.0,8.67
STORE_07,PROD_044,2,0,0,2,2,116000.0,5.2
STORE_07,PROD_045,6,0,0,5,2,210000.0,4.8
STORE_07,PROD_046,4,0,0,4,2,160000.0,3.35
STORE_07,PROD_047,4,0,0,4,2,176000.0,4.24
STORE_07,PROD_048,5,0,0,5,2,240000.0,5.0
STORE_07,PROD_049,2,0,0,2,2,104000.0,4.52
STORE_07,PROD_050,4,0,0,4,2,172000.0,4.33
STORE_07,PROD_051,3,0,0,3,2,111000.0,8.21
STORE_07,PROD_052,1,0,0,2,2,39000.0,2.48
STORE_07,PROD_053,1,0,0,1,2,72000.0,10.0
STORE_07,PROD_054,2,0,0,3,2,164000.0,2.36
STORE_07,PROD_055,1,0,0,1,2,90000.0,10.0
STORE_07,PROD_056,2,0,0,2,2,204000.0,3.47
STORE_07,PROD_057,1,0,0,1,2,108000.0,6.5
STORE_07,PROD_058,1,0,0,1,2,118000.0,4.33
STORE_07,PROD_059,2,0,0,3,2,156000.0,2.36
STORE_07,PROD_060,2,0,0,2,2,170000.0,3.59
STORE_08,PROD_001,16,0,0,15,6,104000.0,2.8
STORE_08,PROD_002,16,0,0,16,7,136000.0,3.6
STORE_08,PROD_003,7,0,0,7,3,50400.0,4.92
STORE_08,PROD_004,10,0,0,9,4,78000.0,5.25
STORE_08,PROD_005,2,0,0,3,2,11600.0,6.12
STORE_08,PROD_006,19,0,0,19,8,117800.0,3.34
STORE_08,PROD_007,21,0,0,17,7,189000.0,3.63
STORE_08,PROD_008,19,0,0,16,7,180500.0,4.53
STORE_08,PROD_009,16,0,0,17,7,176000.0,2.76
STORE_08,PROD_010,15,0,0,16,7,180000.0,3.45
STORE_08,PROD_011,11,0,0,10,4,115500.0,6.09
STORE_08,PROD_012,5,0,0,6,3,56000.0,2.99
STORE_08,PROD_013,24,0,0,19,8,196800.0,4.35
STORE_08,PROD_014,13,0,0,16,7,132600.0,3.16
STORE_08,PROD_015,7,0,0,7,3,68600.0,3.64
STORE_08,PROD_016,20,0,0,18,8,230000.0,4.68
STORE_08,PROD_017,9,0,0,10,4,61200.0,8.67
STORE_08,PROD_018,18,0,0,17,7,133200.0,7.49
STORE_08,PROD_019,4,0,0,4,2,56000.0,6.93
STORE_08,PROD_020,8,0,0,7,3,124000.0,3.22
STORE_08,PROD_021,5,0,0,7,3,90000.0,2.1
STORE_08,PROD_022,7,0,0,8,4,143500.0,3.83
STORE_08,PROD_023,6,0,0,5,2,132000.0,9.18
STORE_08,PROD_024,5,0,0,4,2,122500.0,6.19
STORE_08,PROD_025,10,0,0,9,4,165000.0,4.06
STORE_08,PROD_026,9,0,0,8,4,171000.0,3.9
STORE_08,PROD_027,7,0,0,7,3,182000.0,3.75
STORE_08,PROD_028,7,0,0,6,3,196000.0,4.0
